/home/fanqi/weather/data/traindata/example00001/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain01.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain02.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain03.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain04.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain05.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain06.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain07.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain08.nc,12
/home/fanqi/weather/data/traindata/example00001/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00001/obs_grid_rain09.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain01.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain02.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain03.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain04.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain05.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain06.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain07.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain08.nc,12
/home/fanqi/weather/data/traindata/example00002/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00002/obs_grid_rain09.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain01.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain02.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain03.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain04.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain05.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain06.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain07.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain08.nc,12
/home/fanqi/weather/data/traindata/example00003/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00003/obs_grid_rain09.nc,12
/home/fanqi/weather/data/traindata/example00004/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain01.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain02.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain03.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain04.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain05.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain06.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain07.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain08.nc,0
/home/fanqi/weather/data/traindata/example00004/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00004/obs_grid_rain09.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain01.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain02.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain03.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain04.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain05.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain06.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain07.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain08.nc,0
/home/fanqi/weather/data/traindata/example00005/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00005/obs_grid_rain09.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain01.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain02.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain03.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain04.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain05.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain06.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain07.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_08.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain08.nc,0
/home/fanqi/weather/data/traindata/example00006/grid_inputs_09.nc,/home/fanqi/weather/data/traindata/example00006/obs_grid_rain09.nc,0
/home/fanqi/weather/data/traindata/example00007/grid_inputs_01.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain01.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_02.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain02.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_03.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain03.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_04.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain04.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_05.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain05.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_06.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain06.nc,12
/home/fanqi/weather/data/traindata/example00007/grid_inputs_07.nc,/home/fanqi/weather/data/traindata/example00007/obs_grid_rain07.nc,12
